score,cleaned_content,sentiment_before,sentiment_after
5,tolong baik roblox gua masuk akun gua pesan harap coba,positif,negatif
5,gua main keluar,positif,negatif
3,patah,netral,negatif
3,gamenya bagus game dalam game fitur chat nya baik,netral,positif
3,di neg kasih tutorial chet,netral,negatif
5,jelek boong gamenya bagus,positif,negatif
3,mic suspend mulu nyanyi doang anehh pms yaa,netral,negatif
5,tolong baik susah login saya neg alami nya,positif,negatif
5,nikmat game nya filter cht auto koreksi gitu aneh bilang monyet keliling keliling keliling fak gweh teh,positif,negatif
2,greedy,negatif,positif
1,atur game nya bagus neg bagus banget,negatif,positif
1,main map roblox seru roblox,negatif,positif
1,bagus banget tualang teman mabar pokok seru download,negatif,positif
5,kembaliin chat,positif,negatif
5,plis kembalika fitur chat nya goose chat tolong usah neg email beritahu orang tua,positif,negatif
5,gabisa dibukak,positif,negatif
1,bagus neg akun trus banned,negatif,positif
5,roblox chat tolong ,positif,negatif
2,iya sih bagus dimainin tarik,negatif,positif
3,lumayan bagiin robux gratis,netral,positif
4,balikin chat,positif,negatif
3,sih jelek ryuhan,netral,negatif
1,kangen roblox,negatif,positif
4,ringan game berat,positif,negatif
3,main roblox seru banget kasih bintang udah system bikin koneksi player rusak,netral,positif
3,tuju game seru ngeselin,netral,positif
2,robloxx adalaah game seruu wajibb download tapiiiiii ngeselin knp update sih gajelas bangettt,negatif,positif
3,chat audio nya fungsi neg,netral,negatif
4,game nya sih bagus bikin kecewa roblox kalo shirt gratis loh kalo classic shirt roblox update nya apa bayar suka shirt classic shirt classic pakai robux tolong hilang jadi gratis shirt tolong hilang robux nya kasih bintang tolong,positif,negatif
5,game tarik bisa neg ngechat harap rinting baik,positif,negatif
3,benar nya bagus udah bisa neg chat,netral,positif
2,bagus sih tolong chat nya pulik,negatif,positif
1,loh sih ,negatif,positif
1,game,negatif,positif
5,please bring back the chat feature roblox can lively again  want roblox like before again,positif,negatif
1,game bagus bug atur klasifikasi nya seru neg bisa neg main temen,negatif,positif
3,game nya bagus map seru bloody madness combat enak banget exploiter tolong banned roblox,netral,positif
2,bagus bisa neg chat erik pental game ngelag bug citer tolong developer baik bug nya asi neg ganti ava,negatif,positif
1,suka fitur chatnya knp scan wjh,negatif,positif
1,gamenya seru udah gara gara perintah bilang bawah yah kasi banget adek keponakan,negatif,positif
3,game bagus tablet gua bisa neg main game berat kuota mbps tolong baik,netral,negatif
1,oke,negatif,positif
3,gamenya bagus face scan chat game,netral,positif
3,fitur chat kaya duluu,netral,negatif
3,bagus kayak,netral,positif
5,baru roblox susah login masuk kuota sinyal bar penuh roblox berat guna handphone kecewa,positif,negatif
5,plss hapusss atur jelekkk ituu coiii,positif,negatif
3,menyenagkan roblox nya bilang ada neg internet internet,netral,positif
5,tolong rugi beli barang pake robux tolong vitur jual item beli,positif,negatif
3,yessir bring back voice chat,netral,negatif
5,bisa neg main denang tenag,positif,negatif
1,game nya seru suka ngelag,negatif,positif
3,seruuuu bangettttt gamesss nyahh mabar temen bkin tower bikin avatar bikin konten tapi maaff yaaa kasih bintang update teruss aplikasi hpus gra nge update apk ini jadiii tolongg game roblox baik lagiiii tolong games nya update nya minimal tahun kali ajaa yaaa bulan neg kali update yaaa cmn ksi sran si tolong kalo update tuh nya minimal,netral,positif
3,seru neg karna bisa neg chat tanggal maret batas umur,netral,negatif
5,game nya ngelag sih,positif,negatif
3,suka tolong,netral,positif
3,dalam platform roblox game platform roblox judul brookhaven nya update dapat neg update game bagus,netral,positif
3,susah bug map game nya langsung,netral,negatif
1,suka fitur komentar mati,negatif,positif
3,bagus tpi suka ngelag,netral,positif
3,gemenya seru salah robux abis beli robuxnya masuk neg masuk,netral,positif
5,pas update butuh sih logis neg kasih bintang biar baca deploper,positif,negatif
3,seru pernainannya,netral,positif
4,yahaha tanggal maret bocil bisa neg bikin akun wkwk,positif,negatif
5,developer roblox tolong gamenya terlalu neg berat orang install roblox abis akun abis main contoh night the forest pas main ngelag karna pake kentang burik,positif,negatif
2,sih oke aja cari tombol level susah nekennya trus ngelag,negatif,positif
5,kembali fitur chat batas usia,positif,negatif
4,org freak hina ava beacon,positif,negatif
3,alah knp ngga chet chet hapus bawa umur,netral,negatif
1,ngeselin bgtttt,negatif,positif
1,bagus banget,negatif,positif
5,yeah game ngotak neg kalo apdet roblox ngotak,positif,negatif
1,karna apdet nya,negatif,positif
3,gamenya bagus seru dimainin mabar bareng temen chatnya hapus maret gabisa main roblox,netral,positif
4,hago game nya bikin cpt panas,positif,negatif
2,bagus sih ngeleg,negatif,positif
5,ngapain verivikasi muka gua mahh,positif,negatif
3,why can play the game when can enter everything black please fix this unclear bug bored even though the network smooth please remove the chat feature and bit annoying when playing also have one question why has updated continuously but really impressed roblox good but annoyed,netral,negatif
3,suruh apgrate seru sih,netral,positif
1,usah neg andai udah,negatif,positif
3,tolong baik nya kena error error minimal update yaaa biar kasih bintang ,netral,positif
5,tanggal maret orang umur bawah bisa neg main roblox percaya neg coba google,positif,negatif
1,seru neg update nya,negatif,positif
1,aja,negatif,positif
1,game bagus,negatif,positif
3,bintang suka bag patah gera nya,netral,positif
3,napa bisa neg login mbud bosen download hapus mulu roblox login,netral,negatif
1,roblox bagus batas chat,negatif,positif
4,bug ngechat gabisa bug nya baik roblox seru banget gamenya,positif,negatif
1,nyesal main,negatif,positif
3,ngelag mulu,netral,negatif
1,gamenya serusih bisa neg chat bareng teman,negatif,positif
1,kembali roblox plis seru neg,negatif,positif
3,karna tower nya bayar robyx gratis pake email nomor lahhh,netral,positif
1,the game good but please return the chat feature many people are lazy play roblox please david,negatif,positif
5,game mabar enak game detik muncul game,positif,negatif
3,bagus seru kalok eror ngeselin,netral,positif
3,gamenya jelek login,netral,negatif
5,kecewa karna roblox bisa neg instal,positif,negatif
3,suka bgt game nya tolong sering neg update thn kali susah update nya hps game nya trs download item akun ilang hrs akun tolong sering neg update tolong rangin nya makasih,netral,positif
5,says tipu orang asing,positif,negatif
1,return roblox era,negatif,positif
5,game iningame kotak kotak,positif,negatif
5,bnyak hayper sus,positif,negatif
5,jadi eror mulu gemenya rame jadi eror mulo,positif,negatif
3,mayan tolong update biar chat okey,netral,positif
5,kalo roblox kalo pilih kasih mau neg langsung marah marah,positif,negatif
5,chat,positif,negatif
1,sengaja asih bintang karna roblox tanggal maret blokir org ungkap akun anak sekian cerita saya,negatif,positif
1,game sih bagus bisa neg main bisa neg main game,negatif,positif
5,bisa neg chat kembali chatnya,positif,negatif
5,susah sinyal,positif,negatif
3,seru gamenya ngelek pebaikkilah roblox nya,netral,positif
3,pls hilang age verification,netral,negatif
3,kena bug,netral,positif
1,game,negatif,positif
4,asli game wajib diinstal gamenya variatif bugnya bikin sebel contoh pas masuk gamenya kalo bugnya dah dibenerin kasih bintang parah udah bisa neg chat pokok benerin game,positif,negatif
1,updat ken ban,negatif,positif
5,karna sisa roblox blokir perintah indonesia anak umur,positif,negatif
1,game nya bagus,negatif,positif
2,seru bisa neg verivikasi wajah keluar tiba main,negatif,positif
3,bgs ush verif npa mna pke email,netral,positif
5,can chat yeah,positif,negatif
3,ngelek dikit sih,netral,positif
4,gininih map brookhven kann update bisa neg sih dqh hapus download loh knp seru sih developer jan males males inget katany game rame aja bisa neg urusin player nya huuh,positif,negatif
3,game bagus tolong sering neg update ya game seru,netral,positif
5,roblox chat nya roblox,positif,negatif
3,tolong game beri neg anak anak umur tagih main orang tua kaget anak hari libur main roblox kasih pinjam ngamuk marah marah tolong min,netral,negatif
2,hai hai buat game roblox sumpah game seru banget sih neg aja sampe tagih lho main nya game main tower game seru pokok seru lah hihi,negatif,positif
1,game nya bagus update chat dibatasin orang hpnya udah suruh update nunggu main kesel banget,negatif,positif
3,bagus ngeleg hape kentang,netral,positif
5,gabisa chat roblox salah apa plis roblox chat,positif,negatif
1,aplikasi bagus game fitur chat hilang game dpt main batas,negatif,positif
3,ngebosenin main ngelag fitur chat nya hapus pokok banget roblox ganti main,netral,negatif
3,download roblox ngelag suka bgtu ttp ska,netral,positif
1,bayak diskonek lancar apdet nya elek geme nya bagus,negatif,positif
3,gsuka roblox plss bug chat nya,netral,positif
2,suka mainin kasih bintang pas leave disconnect bisa neg masuk crash kalo main uninstall instal,negatif,positif
3,grafik nya bagus chat nya,netral,positif
3,bagus komentar chat,netral,positif
5,roblox chat bisa neg ngobrol beda umur,positif,negatif
5,tolong chatnya kembali,positif,negatif
3,player roblok sumpah game ujung nya game buang habis paket aja,netral,negatif
3,hii smua mabar ama yukk nama akun akuu azara plenger ituu yapp,netral,positif
5,asking for compensation because was scammed with useless game items and roblox made difficult roblox doesn care about players only wants money players are not cared about hadirege roblox evil problem not resolved roblox only asks useless questions roblox does not solve problem roblox allows game owners commit fraud against players roblox supports cheating games under the guise rng roblox really waiting for your action and not waiting for excuse,positif,negatif
1,roblox bagus neg,negatif,positif
4,mic mute ngelanggar atur aja mute mic isok,positif,negatif
1,kurang game tema brainrot,negatif,positif
4,ngeselin koneksi putus pdhl wifie lancar lancar aja game terslebeww yng mainin,positif,negatif
3,bisa neg chtan adekku,netral,negatif
3,bug versi mobile,netral,negatif
5,there are lots games and they don make you bored,positif,negatif
4,pls pakem face revel biar chat pls roblox pensiun,positif,negatif
3,good,netral,positif
1,chat nya mohon baik,negatif,positif
1,seru nya main roblox,negatif,positif
1,suka sih memori nya turun nin main roblox gara gara memori penuh  sih roblok nya blum update roblox update melulu sih hapus ya,negatif,positif
5,kembali chat roblox,positif,negatif
3,pdahal wifi bagus ngeleg bgt aplg msih geleng sma fitur chat balikinnnn gakxxxxx,netral,negatif
2,gem bagus sih bagus bisa neg chat tan orang,negatif,positif
3,sih gabisa chat,netral,negatif
5,akun ilang abis daftar eror,positif,negatif
1,gagak mean anjirrr,negatif,positif
3,ininih nya belok gimana masukin umur blum pake face tiktok gppa mic,netral,positif
5,bisa neg mendownload game,positif,negatif
3,klo main evade bintang kalo vitur chat kasih bintang udh batas,netral,positif
3,map gameplay paused nya udah maksimal aja gameplay paused main game lihat gameplay paused hah,netral,negatif
3,seru sayang bisa neg chating teman,netral,positif
5,tolong fitur chat nya kembali bsa ngobrol temen pake papan logo roblox nya ganti plsss kembali chat logo nya baru ,positif,negatif
1,gamenya bagus,negatif,positif
3,main roblox sih seru cuman jgn trs update simpan penuh,netral,positif
1, dowload udah kali dowload kaga akj bin kalo bintang dowload roblox salah,negatif,positif
5,gimana dah tanggal maret roblox batas aplikasi tiktok instagram facebook youtube jadi neg negara indonesia batas neg youtube roblox free fire mobile legends batas game layak neg anak anak roblox aja game cocok anak anak moga aja tanggal maret di neg hapus berita hoax,positif,negatif
3,tolong blokir neg bawah usia plsss,netral,negatif
5,ngetik roblox bisa neg,positif,negatif
3,gamenya bagus plissss gua ken shirt bayar neg gua pengennn banget plisss gratis david,netral,positif
3,update,netral,negatif
1,maret roblox blokir,negatif,positif
1,karna kamera tebaliki,negatif,positif
5,game main ank ank,positif,negatif
3,bguss sihh,netral,positif
3,assalamualaikum warahmatullahi wabarakatuh hnya nilai tolong harga oke semua game platfrom roblox bagus game plagiat buka main game milik unsur hina tuhan afatar milik unsur dibiyarin san disalahin fitur bebas gamenya chat david bazuci tolong update roblox terimah kasih wassalamu alaikum warahmatullahi wabarakatuh,netral,positif
5,game nya sih bgs sesuai cuman ketat aneh bgt sih atur nya kek chat verivikasi usia wajah,positif,negatif
3,game nya bagus beli paket data idk biso buka bikin kesal moga dibaikin,netral,positif
3,kasih bintang roblox udah jelek gara gara fitur age check chat doang,netral,negatif
4,normalisasi ada neg pacar,positif,negatif
2,suka,negatif,positif
5,pls hilang atur chat sesuai umur,positif,negatif
1,bgus cmn main brokhaven antri,negatif,positif
3,roblox nya error instal roblox gamenya ilang pls udah kali kali instal ulang nya pls bug error sih gameplay suka error neg pls,netral,negatif
3,player nya paywin bagus kok,netral,positif
3,team roblox map map hilang,netral,negatif
3,sih game ngechat ayo ceo nonton youtube udh demo ngechat,netral,negatif
5,masuk map nya,positif,negatif
5,tuju neg game roblox blokir kenang dalam game roblox,positif,negatif
1,chat seru,negatif,positif
4,kayak neg chat nya batasin umur,positif,negatif
4,tanggal maret anak usia bawah udh bisa neg main roblox,positif,negatif
3,game nya bagus chat nya kembaliin              ,netral,positif
5,jelek,positif,negatif
2,bnyk bug tpi lmyan bgus map,negatif,positif
3,game nya bagus grafik nya bagus tolong baik main main terkadang ngecrash update tolong baik david basucki,netral,positif
4,buka chatcdi roblox kasi bintang,positif,negatif
1,bagus banget ,negatif,positif
2,game nya sih bagus bug umur gimana neg hmm banget jujur,negatif,positif
4,kembali chat,positif,negatif
5,lahir sih benerin jujur bayang neg gitu,positif,negatif
